distance_km,weight_tons,carrier_name_DB Schenker,carrier_name_DHL,carrier_name_DPD,carrier_name_Kuehne+Nagel,carrier_name_Maersk,truck_type_Box,truck_type_Fridge,truck_type_Tautliner,priority_level_Express,priority_level_Standard
0.28274595432137256,-0.3657078863950289,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.9510959108022239,0.6510955631572131,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
1.5400522439430173,0.7382501445474055,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.8013378843765093,0.5494152182019889,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0723516264488577,-0.35118212282999695,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
0.8226225930337665,-0.01708956083426009,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.8688152466134366,-1.3534598088172072,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.5646005347807002,1.2176003421934627,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.8890245325545422,1.3628579778437828,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.2542351999188086,-0.7579035026508938,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.11674110551943329,1.4209610321039108,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.9900709622600705,1.2321261057584942,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.258574204815386,0.2588999469013483,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-1.1217994185854705,-0.9322126654312782,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.11710920322764644,1.406435268538879,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
-0.8994972732333082,-0.6416973941306375,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.9211500795987785,0.6656213267222453,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
1.4823114269684297,0.8689820166326935,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.7710239554648508,1.1449715243683025,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1.173398056154386,-1.4696659173374635,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.3206455830630677,0.07006502055593204,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
-1.2430551342321043,-0.002563797269228113,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.606094529379063,-0.11876990578948447,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
0.2711977909264551,0.6365697995921813,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.3567335936721849,-1.1500991189067586,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.2960972922253846,-1.251779463861983,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.44478833955843095,0.11364231125102799,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
-1.5404203416512303,-1.6585008436828796,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.9251125431636594,-0.9467384289963101,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1.4404493346618537,0.5784667453320529,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
-1.7338520785160987,0.37510605542160463,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-0.049263743282506024,0.1281680748160602,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.9366607065585769,1.2030745786284303,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-0.5790357390243471,1.3628579778437828,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.9586816106322604,0.7527759081124377,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1.033376574991011,0.5784667453320529,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.28022701118085636,-1.251779463861983,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-0.7103960976415339,0.1572196019461242,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-1.5822824339578063,-0.816006556911022,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.6652788667780153,-0.6707489212607015,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-1.3267793188452564,1.1449715243683025,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.9496523903778592,0.7237243809823732,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.9929580031087999,1.1449715243683025,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.2524320254097141,1.5516929041891994,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
-0.84464349710745,1.6969505398395197,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-1.2762561039924922,-0.48191399491528525,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.300436297121962,-0.9612641925613423,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-1.10014661222,1.1449715243683025,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
-0.07669063134543512,0.7818274352425016,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.06766141109103384,0.21532265620625235,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.3043987606868429,0.9125593073277897,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
-1.556299066319242,0.5348894546369573,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.20083338784079843,-0.8886353747361821,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-1.336883961815809,-0.002563797269228113,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.8937231915358494,-1.6294493165528159,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
-1.5476379437730539,1.4790640863640392,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-0.7320489040070042,0.041013493425867825,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.3029552402624782,-0.9757899561263742,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
-1.0828243671276239,0.491312163941861,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.5198429580019115,0.37510605542160463,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.9124889570525904,0.21532265620625235,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.1358665251209041,1.5807444313192633,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.9323301452854829,1.435486795668943,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.5714500391943105,1.522641377059135,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.7417854492693439,1.3483322142787506,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.24232738243916127,0.9851881251529498,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-1.6559019756004056,-0.6707489212607015,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-1.7078687108775343,0.9997138887179821,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.4750938248466061,0.6656213267222453,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.6959524497744036,0.5784667453320529,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.005958130551565335,-0.7724292662159259,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1.043481217961564,0.6801470902872775,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1.4375622938131243,-0.17687296004961264,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.225005137346785,-1.4551401537724313,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.639663596847664,1.3919095049738468,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.3682733134436191,0.37510605542160463,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.043481217961564,0.17174536551115616,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
-1.3513191660594561,1.1013942336732063,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-1.6602325368734996,-0.3076048321349007,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.582998202589228,1.4790640863640392,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.4473072826989472,-0.5981201034355413,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1.4938595903633471,0.21532265620625235,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-0.09834343771090547,-1.6439750801178479,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-1.3224487575721622,-0.7579035026508938,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.2932186950001386,-0.2059244871796766,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1.3567251500487016,-1.1355733553417267,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.5155208403523007,1.464538322799007,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
1.531391121396829,0.6946728538523093,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-1.2459421750808337,0.5203636910719249,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.6392954991394509,-0.35118212282999695,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-1.5678472297141595,1.3773837414088146,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.3206455830630677,0.6220440360271491,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.6598644391652864,-0.6271716305656055,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1.5097383150313588,-1.5568204987276555,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
0.6768270301729329,-1.2663052274270148,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
-1.4047294217609496,-1.2082021731668868,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
-1.4754619225548193,0.5203636910719249,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.3765747819050774,-1.0338930103865025,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.4299850376065709,-1.6149235529877835,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.5212949220497595,-0.7433777390858618,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.29466221542450327,0.6801470902872775,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.8619657421998262,-0.6707489212607015,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1.5039642333339,0.3024772375964445,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
-0.9413593655398842,-1.5858720258577197,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.499633672060806,-0.46738823135025326,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
